Order Date,Table Name,Sales,,,,,,,,,,
23-02-2005,Orders2,4097,,,,,,,,,,
24-02-2005,Orders,12451,,,,,,,,,,
25-02-2005,Orders1,6325,,,,,,,,,,
26-02-2005,Orders3,4317,,,,,,,,,,
27-02-2005,Orders1,13448,,,,,,,,,,
28-02-2005,Orders2,3859,,,,,,,,,,
01-03-2005,Orders3,117,,,,,,,,,,
02-03-2005,Orders1,6754,,,,,,,,,,
03-03-2005,Orders3,6296,,,,,,,,,,
04-03-2005,Orders2,4944,,,,,,,,,,
05-03-2005,Orders3,2183,,,,,,,,,,
06-03-2005,Orders,5655,,,,,,,,,,
07-03-2005,Orders1,5600,,,,,,,,,,
08-03-2005,Orders,6618,,,,,,,,,,
09-03-2005,Orders,6087,,,,,,,,,,
10-03-2005,Orders,5832,,,,,,,,,,
11-03-2005,Orders1,7064,,,,,,,,,,
12-03-2005,Orders1,6014,,,,,,,,,,
13-03-2005,Orders3,11590,,,,,,,,,,
14-03-2005,Orders,10447,,,,,,,,,,
15-03-2005,Orders,1737,,,,,,,,,,
16-03-2005,Orders1,6137,,,,,,,,,,
17-03-2005,Orders2,8473,,,,,,,,,,
18-03-2005,Orders1,5013,,,,,,,,,,
19-03-2005,Orders2,5344,,,,,,,,,,
20-03-2005,Orders3,14987,,,,,,,,,,
21-03-2005,Orders2,7313,,,,,,,,,,
22-03-2005,Orders2,14176,,,,,,,,,,
23-03-2005,Orders,2535,,,,,,,,,,
24-03-2005,Orders3,10241,,,,,,,,,,
25-03-2005,Orders2,12207,,,,,,,,,,
26-03-2005,Orders3,4272,,,,,,,,,,
27-03-2005,Orders,2353,,,,,,,,,,
28-03-2005,Orders2,14991,,,,,,,,,,
29-03-2005,Orders3,9098,,,,,,,,,,
30-03-2005,Orders1,11970,,,,,,,,,,
31-03-2005,Orders2,10628,,,,,,,,,,
01-04-2005,Orders2,8095,,,,,,,,,,
02-04-2005,Orders3,11089,,,,,,,,,,
03-04-2005,Orders3,9166,,,,,,,,,,
04-04-2005,Orders1,5338,,,,,,,,,,
05-04-2005,Orders,7861,,,,,,,,,,
06-04-2005,Orders3,274,,,,,,,,,,
07-04-2005,Orders2,7178,,,,,,,,,,
08-04-2005,Orders1,5259,,,,,,,,,,
09-04-2005,Orders1,4961,,,,,,,,,,
10-04-2005,Orders,14963,,,,,,,,,,
11-04-2005,Orders3,2868,,,,,,,,,,
12-04-2005,Orders3,12865,,,,,,,,,,
13-04-2005,Orders1,5104,,,,,,,,,,
14-04-2005,Orders3,11870,,,,,,,,,,
15-04-2005,Orders3,10575,,,,,,,,,,
16-04-2005,Orders1,6668,,,,,,,,,,
17-04-2005,Orders1,12561,,,,,,,,,,
18-04-2005,Orders,12985,,,,,,,,,,
19-04-2005,Orders2,7989,,,,,,,,,,
20-04-2005,Orders1,8544,,,,,,,,,,
21-04-2005,Orders2,9734,,,,,,,,,,
22-04-2005,Orders3,4682,,,,,,,,,,
23-04-2005,Orders2,9933,,,,,,,,,,
24-04-2005,Orders1,14103,,,,,,,,,,
25-04-2005,Orders2,14347,,,,,,,,,,
26-04-2005,Orders3,11899,,,,,,,,,,
27-04-2005,Orders1,8413,,,,,,,,,,
28-04-2005,Orders1,10132,,,,,,,,,,
29-04-2005,Orders1,14741,,,,,,,,,,
30-04-2005,Orders,11771,,,,,,,,,,
01-05-2005,Orders2,416,,,,,,,,,,
02-05-2005,Orders2,12796,,,,,,,,,,
03-05-2005,Orders,11944,,,,,,,,,,
04-05-2005,Orders2,1888,,,,,,,,,,
05-05-2005,Orders,7844,,,,,,,,,,
06-05-2005,Orders1,2632,,,,,,,,,,
07-05-2005,Orders1,10088,,,,,,,,,,
08-05-2005,Orders2,4544,,,,,,,,,,
09-05-2005,Orders,12550,,,,,,,,,,
10-05-2005,Orders,12441,,,,,,,,,,
11-05-2005,Orders,6905,,,,,,,,,,
12-05-2005,Orders3,2285,,,,,,,,,,
13-05-2005,Orders2,2520,,,,,,,,,,
14-05-2005,Orders3,13334,,,,,,,,,,
15-05-2005,Orders,13820,,,,,,,,,,
16-05-2005,Orders2,665,,,,,,,,,,
17-05-2005,Orders2,3109,,,,,,,,,,
18-05-2005,Orders,11054,,,,,,,,,,
19-05-2005,Orders,14887,,,,,,,,,,
20-05-2005,Orders2,14350,,,,,,,,,,
21-05-2005,Orders1,13866,,,,,,,,,,
22-05-2005,Orders,6627,,,,,,,,,,
23-05-2005,Orders1,6798,,,,,,,,,,
24-05-2005,Orders2,1578,,,,,,,,,,
25-05-2005,Orders3,207,,,,,,,,,,
26-05-2005,Orders2,7850,,,,,,,,,,
27-05-2005,Orders3,2609,,,,,,,,,,
28-05-2005,Orders1,764,,,,,,,,,,
29-05-2005,Orders3,4192,,,,,,,,,,
30-05-2005,Orders1,7531,,,,,,,,,,
31-05-2005,Orders2,13797,,,,,,,,,,
01-06-2005,Orders,1168,,,,,,,,,,
02-06-2005,Orders3,13672,,,,,,,,,,
03-06-2005,Orders3,9410,,,,,,,,,,
04-06-2005,Orders3,12310,,,,,,,,,,
05-06-2005,Orders1,14576,,,,,,,,,,
06-06-2005,Orders2,9952,,,,,,,,,,
07-06-2005,Orders1,7975,,,,,,,,,,
08-06-2005,Orders3,10552,,,,,,,,,,
09-06-2005,Orders,8258,,,,,,,,,,
10-06-2005,Orders1,7880,,,,,,,,,,
11-06-2005,Orders,11981,,,,,,,,,,
12-06-2005,Orders2,12549,,,,,,,,,,
13-06-2005,Orders,14556,,,,,,,,,,
14-06-2005,Orders2,4833,,,,,,,,,,
15-06-2005,Orders1,8390,,,,,,,,,,
16-06-2005,Orders1,7101,,,,,,,,,,
17-06-2005,Orders,10303,,,,,,,,,,
18-06-2005,Orders3,471,,,,,,,,,,
19-06-2005,Orders1,7163,,,,,,,,,,
20-06-2005,Orders,2961,,,,,,,,,,
21-06-2005,Orders1,2966,,,,,,,,,,
22-06-2005,Orders,12531,,,,,,,,,,
23-06-2005,Orders1,2969,,,,,,,,,,
24-06-2005,Orders1,4958,,,,,,,,,,
25-06-2005,Orders3,5434,,,,,,,,,,
26-06-2005,Orders,10545,,,,,,,,,,
27-06-2005,Orders3,8006,,,,,,,,,,
28-06-2005,Orders3,3248,,,,,,,,,,
29-06-2005,Orders3,11099,,,,,,,,,,
30-06-2005,Orders,1911,,,,,,,,,,
01-07-2005,Orders,2970,,,,,,,,,,
02-07-2005,Orders3,10681,,,,,,,,,,
03-07-2005,Orders3,12633,,,,,,,,,,
04-07-2005,Orders1,14104,,,,,,,,,,
05-07-2005,Orders2,5517,,,,,,,,,,
06-07-2005,Orders1,5474,,,,,,,,,,
07-07-2005,Orders1,8006,,,,,,,,,,
08-07-2005,Orders2,11270,,,,,,,,,,
09-07-2005,Orders1,3214,,,,,,,,,,
10-07-2005,Orders1,5682,,,,,,,,,,
11-07-2005,Orders3,9955,,,,,,,,,,
12-07-2005,Orders,9962,,,,,,,,,,
13-07-2005,Orders,8119,,,,,,,,,,
14-07-2005,Orders1,2523,,,,,,,,,,
15-07-2005,Orders1,9043,,,,,,,,,,
16-07-2005,Orders,786,,,,,,,,,,
17-07-2005,Orders1,8844,,,,,,,,,,
18-07-2005,Orders3,10871,,,,,,,,,,
19-07-2005,Orders,10931,,,,,,,,,,
20-07-2005,Orders2,2241,,,,,,,,,,
21-07-2005,Orders1,7394,,,,,,,,,,
22-07-2005,Orders3,14791,,,,,,,,,,
23-07-2005,Orders,4085,,,,,,,,,,
24-07-2005,Orders1,11866,,,,,,,,,,
25-07-2005,Orders,4420,,,,,,,,,,
26-07-2005,Orders3,8201,,,,,,,,,,
27-07-2005,Orders,10998,,,,,,,,,,
28-07-2005,Orders,12957,,,,,,,,,,
29-07-2005,Orders2,4252,,,,,,,,,,
30-07-2005,Orders1,10978,,,,,,,,,,
31-07-2005,Orders,4525,,,,,,,,,,
01-08-2005,Orders1,10502,,,,,,,,,,
02-08-2005,Orders,869,,,,,,,,,,
03-08-2005,Orders2,8505,,,,,,,,,,
04-08-2005,Orders3,2383,,,,,,,,,,
05-08-2005,Orders,3056,,,,,,,,,,
06-08-2005,Orders1,2739,,,,,,,,,,
07-08-2005,Orders2,5009,,,,,,,,,,
08-08-2005,Orders2,12499,,,,,,,,,,
09-08-2005,Orders2,304,,,,,,,,,,
10-08-2005,Orders,14247,,,,,,,,,,
11-08-2005,Orders1,5748,,,,,,,,,,
12-08-2005,Orders2,14496,,,,,,,,,,
13-08-2005,Orders,14435,,,,,,,,,,
14-08-2005,Orders2,9609,,,,,,,,,,
15-08-2005,Orders3,13500,,,,,,,,,,
16-08-2005,Orders,13141,,,,,,,,,,
17-08-2005,Orders2,7305,,,,,,,,,,
18-08-2005,Orders,13971,,,,,,,,,,
19-08-2005,Orders3,6077,,,,,,,,,,
20-08-2005,Orders2,4797,,,,,,,,,,
21-08-2005,Orders,4900,,,,,,,,,,
22-08-2005,Orders3,4134,,,,,,,,,,
23-08-2005,Orders3,4218,,,,,,,,,,
24-08-2005,Orders,14563,,,,,,,,,,
25-08-2005,Orders1,9784,,,,,,,,,,
26-08-2005,Orders,7794,,,,,,,,,,
27-08-2005,Orders,211,,,,,,,,,,
28-08-2005,Orders3,2567,,,,,,,,,,
29-08-2005,Orders,1714,,,,,,,,,,
30-08-2005,Orders1,1950,,,,,,,,,,
31-08-2005,Orders,2793,,,,,,,,,,
01-09-2005,Orders3,12786,,,,,,,,,,
02-09-2005,Orders3,478,,,,,,,,,,
03-09-2005,Orders,13005,,,,,,,,,,
04-09-2005,Orders2,9307,,,,,,,,,,
05-09-2005,Orders1,7307,,,,,,,,,,
06-09-2005,Orders2,6524,,,,,,,,,,
07-09-2005,Orders3,8413,,,,,,,,,,
08-09-2005,Orders1,9672,,,,,,,,,,
09-09-2005,Orders,10293,,,,,,,,,,
10-09-2005,Orders,5722,,,,,,,,,,
11-09-2005,Orders2,981,,,,,,,,,,
12-09-2005,Orders2,13435,,,,,,,,,,
13-09-2005,Orders2,12090,,,,,,,,,,
14-09-2005,Orders,8287,,,,,,,,,,
15-09-2005,Orders1,10284,,,,,,,,,,
16-09-2005,Orders,4738,,,,,,,,,,
17-09-2005,Orders1,13948,,,,,,,,,,
18-09-2005,Orders2,1559,,,,,,,,,,
19-09-2005,Orders3,8568,,,,,,,,,,
20-09-2005,Orders1,11393,,,,,,,,,,
21-09-2005,Orders1,13183,,,,,,,,,,
22-09-2005,Orders,6585,,,,,,,,,,
23-09-2005,Orders,11171,,,,,,,,,,
24-09-2005,Orders1,7621,,,,,,,,,,
25-09-2005,Orders3,76,,,,,,,,,,
26-09-2005,Orders1,2234,,,,,,,,,,
27-09-2005,Orders3,123,,,,,,,,,,
28-09-2005,Orders,3887,,,,,,,,,,
29-09-2005,Orders1,3831,,,,,,,,,,
30-09-2005,Orders,6624,,,,,,,,,,
01-10-2005,Orders2,7242,,,,,,,,,,
02-10-2005,Orders3,6022,,,,,,,,,,
03-10-2005,Orders3,12963,,,,,,,,,,
04-10-2005,Orders,7416,,,,,,,,,,
05-10-2005,Orders2,3924,,,,,,,,,,
06-10-2005,Orders1,13057,,,,,,,,,,
07-10-2005,Orders2,14398,,,,,,,,,,
08-10-2005,Orders3,4531,,,,,,,,,,
09-10-2005,Orders,12465,,,,,,,,,,
10-10-2005,Orders,1420,,,,,,,,,,
11-10-2005,Orders2,7279,,,,,,,,,,
12-10-2005,Orders3,6936,,,,,,,,,,
13-10-2005,Orders1,12436,,,,,,,,,,
14-10-2005,Orders,3949,,,,,,,,,,
15-10-2005,Orders,7146,,,,,,,,,,
16-10-2005,Orders,2325,,,,,,,,,,
17-10-2005,Orders3,7260,,,,,,,,,,
18-10-2005,Orders1,236,,,,,,,,,,
19-10-2005,Orders,5007,,,,,,,,,,
20-10-2005,Orders1,2493,,,,,,,,,,
21-10-2005,Orders1,1752,,,,,,,,,,
22-10-2005,Orders1,11795,,,,,,,,,,
23-10-2005,Orders1,9819,,,,,,,,,,
24-10-2005,Orders1,11504,,,,,,,,,,
25-10-2005,Orders,12189,,,,,,,,,,
26-10-2005,Orders2,14215,,,,,,,,,,
27-10-2005,Orders2,14221,,,,,,,,,,
28-10-2005,Orders1,13204,,,,,,,,,,
29-10-2005,Orders2,7088,,,,,,,,,,
30-10-2005,Orders1,6138,,,,,,,,,,
31-10-2005,Orders2,1897,,,,,,,,,,
01-11-2005,Orders1,5807,,,,,,,,,,
02-11-2005,Orders,10990,,,,,,,,,,
03-11-2005,Orders3,8884,,,,,,,,,,
04-11-2005,Orders2,11276,,,,,,,,,,
05-11-2005,Orders2,416,,,,,,,,,,
06-11-2005,Orders1,8751,,,,,,,,,,
07-11-2005,Orders2,13079,,,,,,,,,,
08-11-2005,Orders,3112,,,,,,,,,,
09-11-2005,Orders,544,,,,,,,,,,
10-11-2005,Orders3,10457,,,,,,,,,,
11-11-2005,Orders3,4769,,,,,,,,,,
12-11-2005,Orders3,9757,,,,,,,,,,
13-11-2005,Orders3,2018,,,,,,,,,,
14-11-2005,Orders3,3795,,,,,,,,,,
15-11-2005,Orders3,3090,,,,,,,,,,
16-11-2005,Orders,3405,,,,,,,,,,
17-11-2005,Orders2,10940,,,,,,,,,,
18-11-2005,Orders,8166,,,,,,,,,,
19-11-2005,Orders1,7679,,,,,,,,,,
20-11-2005,Orders3,6945,,,,,,,,,,
21-11-2005,Orders1,13057,,,,,,,,,,
22-11-2005,Orders,8938,,,,,,,,,,
23-11-2005,Orders3,2054,,,,,,,,,,
24-11-2005,Orders2,9243,,,,,,,,,,
25-11-2005,Orders1,7507,,,,,,,,,,
26-11-2005,Orders1,4296,,,,,,,,,,
27-11-2005,Orders2,517,,,,,,,,,,
28-11-2005,Orders2,8845,,,,,,,,,,
29-11-2005,Orders3,585,,,,,,,,,,
30-11-2005,Orders,6585,,,,,,,,,,
01-12-2005,Orders2,12372,,,,,,,,,,
02-12-2005,Orders,11828,,,,,,,,,,
03-12-2005,Orders1,10477,,,,,,,,,,
04-12-2005,Orders2,6463,,,,,,,,,,
05-12-2005,Orders1,1515,,,,,,,,,,
06-12-2005,Orders2,4970,,,,,,,,,,
07-12-2005,Orders2,8805,,,,,,,,,,
08-12-2005,Orders2,623,,,,,,,,,,
09-12-2005,Orders1,14998,,,,,,,,,,
10-12-2005,Orders3,287,,,,,,,,,,
11-12-2005,Orders1,13718,,,,,,,,,,
12-12-2005,Orders3,8943,,,,,,,,,,
13-12-2005,Orders,6772,,,,,,,,,,
14-12-2005,Orders3,1548,,,,,,,,,,
15-12-2005,Orders1,582,,,,,,,,,,
16-12-2005,Orders2,12503,,,,,,,,,,
17-12-2005,Orders3,7472,,,,,,,,,,
18-12-2005,Orders2,686,,,,,,,,,,
19-12-2005,Orders3,14845,,,,,,,,,,
20-12-2005,Orders3,14214,,,,,,,,,,
21-12-2005,Orders1,5541,,,,,,,,,,
22-12-2005,Orders3,7588,,,,,,,,,,
23-12-2005,Orders1,7813,,,,,,,,,,
24-12-2005,Orders1,2664,,,,,,,,,,
25-12-2005,Orders2,9308,,,,,,,,,,
26-12-2005,Orders3,2729,,,,,,,,,,
27-12-2005,Orders2,2291,,,,,,,,,,
28-12-2005,Orders3,4072,,,,,,,,,,
29-12-2005,Orders3,3116,,,,,,,,,,
30-12-2005,Orders2,1373,,,,,,,,,,
31-12-2005,Orders1,14222,,,,,,,,,,
01-01-2006,Orders,1767,,,,,,,,,,
02-01-2006,Orders2,3062,,,,,,,,,,
03-01-2006,Orders,522,,,,,,,,,,
04-01-2006,Orders2,10884,,,,,,,,,,
05-01-2006,Orders1,11127,,,,,,,,,,
06-01-2006,Orders3,7756,,,,,,,,,,
07-01-2006,Orders,1423,,,,,,,,,,
08-01-2006,Orders3,173,,,,,,,,,,
09-01-2006,Orders2,10542,,,,,,,,,,
10-01-2006,Orders,5655,,,,,,,,,,
11-01-2006,Orders,3832,,,,,,,,,,
12-01-2006,Orders1,9829,,,,,,,,,,
13-01-2006,Orders1,1148,,,,,,,,,,
14-01-2006,Orders,3273,,,,,,,,,,
15-01-2006,Orders1,10240,,,,,,,,,,
16-01-2006,Orders2,9765,,,,,,,,,,
17-01-2006,Orders2,8791,,,,,,,,,,
18-01-2006,Orders3,3772,,,,,,,,,,
19-01-2006,Orders1,13020,,,,,,,,,,
20-01-2006,Orders3,7927,,,,,,,,,,
21-01-2006,Orders2,12002,,,,,,,,,,
22-01-2006,Orders2,14780,,,,,,,,,,
23-01-2006,Orders3,10524,,,,,,,,,,
24-01-2006,Orders1,12041,,,,,,,,,,
25-01-2006,Orders2,2995,,,,,,,,,,
26-01-2006,Orders1,8893,,,,,,,,,,
27-01-2006,Orders2,13940,,,,,,,,,,
28-01-2006,Orders2,14449,,,,,,,,,,
29-01-2006,Orders3,6609,,,,,,,,,,
30-01-2006,Orders3,2755,,,,,,,,,,
31-01-2006,Orders1,2645,,,,,,,,,,
01-02-2006,Orders1,13217,,,,,,,,,,
02-02-2006,Orders3,5529,,,,,,,,,,
03-02-2006,Orders2,13528,,,,,,,,,,
04-02-2006,Orders3,9572,,,,,,,,,,
05-02-2006,Orders2,3921,,,,,,,,,,
06-02-2006,Orders3,7559,,,,,,,,,,
07-02-2006,Orders2,8665,,,,,,,,,,
08-02-2006,Orders,6773,,,,,,,,,,
09-02-2006,Orders3,9191,,,,,,,,,,
10-02-2006,Orders,9187,,,,,,,,,,
11-02-2006,Orders,9181,,,,,,,,,,
12-02-2006,Orders2,487,,,,,,,,,,
13-02-2006,Orders2,5502,,,,,,,,,,
14-02-2006,Orders3,3784,,,,,,,,,,
15-02-2006,Orders1,9336,,,,,,,,,,
16-02-2006,Orders,9606,,,,,,,,,,
17-02-2006,Orders1,1806,,,,,,,,,,
18-02-2006,Orders3,13895,,,,,,,,,,
19-02-2006,Orders1,6856,,,,,,,,,,
20-02-2006,Orders3,2680,,,,,,,,,,
21-02-2006,Orders,13400,,,,,,,,,,
22-02-2006,Orders3,1329,,,,,,,,,,
23-02-2006,Orders,8993,,,,,,,,,,
24-02-2006,Orders,2370,,,,,,,,,,
25-02-2006,Orders3,13705,,,,,,,,,,
26-02-2006,Orders,3585,,,,,,,,,,
27-02-2006,Orders,13985,,,,,,,,,,
28-02-2006,Orders,14800,,,,,,,,,,
01-03-2006,Orders,8908,,,,,,,,,,
02-03-2006,Orders3,8752,,,,,,,,,,
03-03-2006,Orders,7184,,,,,,,,,,
04-03-2006,Orders1,14362,,,,,,,,,,
05-03-2006,Orders1,3833,,,,,,,,,,
06-03-2006,Orders3,12306,,,,,,,,,,
07-03-2006,Orders3,7533,,,,,,,,,,
08-03-2006,Orders2,1779,,,,,,,,,,
09-03-2006,Orders2,2274,,,,,,,,,,
10-03-2006,Orders3,10514,,,,,,,,,,
11-03-2006,Orders3,6859,,,,,,,,,,
12-03-2006,Orders3,12769,,,,,,,,,,
13-03-2006,Orders2,11350,,,,,,,,,,
14-03-2006,Orders2,7714,,,,,,,,,,
15-03-2006,Orders,5534,,,,,,,,,,
16-03-2006,Orders2,14189,,,,,,,,,,
17-03-2006,Orders,12592,,,,,,,,,,
18-03-2006,Orders1,9139,,,,,,,,,,
19-03-2006,Orders2,10268,,,,,,,,,,
20-03-2006,Orders3,2902,,,,,,,,,,
21-03-2006,Orders1,10973,,,,,,,,,,
22-03-2006,Orders1,10909,,,,,,,,,,
23-03-2006,Orders2,46,,,,,,,,,,
24-03-2006,Orders,4909,,,,,,,,,,
25-03-2006,Orders3,4185,,,,,,,,,,
26-03-2006,Orders,13490,,,,,,,,,,
27-03-2006,Orders1,11480,,,,,,,,,,
28-03-2006,Orders2,11389,,,,,,,,,,
29-03-2006,Orders2,13092,,,,,,,,,,
30-03-2006,Orders1,555,,,,,,,,,,
31-03-2006,Orders1,10949,,,,,,,,,,
01-04-2006,Orders3,3545,,,,,,,,,,
02-04-2006,Orders2,4268,,,,,,,,,,
03-04-2006,Orders1,3493,,,,,,,,,,
04-04-2006,Orders2,3898,,,,,,,,,,
05-04-2006,Orders2,12976,,,,,,,,,,
06-04-2006,Orders1,11107,,,,,,,,,,
07-04-2006,Orders,5797,,,,,,,,,,
08-04-2006,Orders1,12138,,,,,,,,,,
09-04-2006,Orders,7676,,,,,,,,,,
10-04-2006,Orders,3861,,,,,,,,,,
11-04-2006,Orders2,14492,,,,,,,,,,
12-04-2006,Orders2,14386,,,,,,,,,,
13-04-2006,Orders1,4488,,,,,,,,,,
14-04-2006,Orders,5773,,,,,,,,,,
15-04-2006,Orders3,9440,,,,,,,,,,
16-04-2006,Orders1,4034,,,,,,,,,,
17-04-2006,Orders,14718,,,,,,,,,,
18-04-2006,Orders,10348,,,,,,,,,,
19-04-2006,Orders3,14354,,,,,,,,,,
20-04-2006,Orders2,4207,,,,,,,,,,
21-04-2006,Orders,10948,,,,,,,,,,
22-04-2006,Orders1,194,,,,,,,,,,
23-04-2006,Orders1,11168,,,,,,,,,,
24-04-2006,Orders2,9629,,,,,,,,,,
25-04-2006,Orders1,5907,,,,,,,,,,
26-04-2006,Orders2,13392,,,,,,,,,,
27-04-2006,Orders2,11311,,,,,,,,,,
28-04-2006,Orders,14397,,,,,,,,,,
29-04-2006,Orders2,641,,,,,,,,,,
30-04-2006,Orders,12650,,,,,,,,,,
01-05-2006,Orders2,14289,,,,,,,,,,
02-05-2006,Orders3,8169,,,,,,,,,,
03-05-2006,Orders2,498,,,,,,,,,,
04-05-2006,Orders3,13172,,,,,,,,,,
05-05-2006,Orders3,14872,,,,,,,,,,
06-05-2006,Orders2,13880,,,,,,,,,,
07-05-2006,Orders3,7315,,,,,,,,,,
08-05-2006,Orders2,1247,,,,,,,,,,
09-05-2006,Orders1,9232,,,,,,,,,,
10-05-2006,Orders3,13621,,,,,,,,,,
11-05-2006,Orders,7730,,,,,,,,,,
12-05-2006,Orders1,1381,,,,,,,,,,
13-05-2006,Orders1,6137,,,,,,,,,,
14-05-2006,Orders3,1828,,,,,,,,,,
15-05-2006,Orders,14632,,,,,,,,,,
16-05-2006,Orders3,762,,,,,,,,,,
17-05-2006,Orders1,7411,,,,,,,,,,
18-05-2006,Orders1,14778,,,,,,,,,,
19-05-2006,Orders3,8175,,,,,,,,,,
20-05-2006,Orders2,5886,,,,,,,,,,
21-05-2006,Orders,714,,,,,,,,,,
22-05-2006,Orders,3926,,,,,,,,,,
23-05-2006,Orders1,13723,,,,,,,,,,
24-05-2006,Orders2,8652,,,,,,,,,,
25-05-2006,Orders2,4117,,,,,,,,,,
26-05-2006,Orders3,14150,,,,,,,,,,
27-05-2006,Orders,4506,,,,,,,,,,
28-05-2006,Orders2,12681,,,,,,,,,,
29-05-2006,Orders3,11532,,,,,,,,,,
30-05-2006,Orders1,4206,,,,,,,,,,
31-05-2006,Orders2,74,,,,,,,,,,
01-06-2006,Orders,13172,,,,,,,,,,
02-06-2006,Orders3,6793,,,,,,,,,,
03-06-2006,Orders3,2322,,,,,,,,,,
04-06-2006,Orders3,14298,,,,,,,,,,
05-06-2006,Orders2,10393,,,,,,,,,,
06-06-2006,Orders3,5052,,,,,,,,,,
07-06-2006,Orders,1338,,,,,,,,,,
08-06-2006,Orders3,13818,,,,,,,,,,
09-06-2006,Orders2,8915,,,,,,,,,,
10-06-2006,Orders2,821,,,,,,,,,,
11-06-2006,Orders,8203,,,,,,,,,,
12-06-2006,Orders1,12435,,,,,,,,,,
13-06-2006,Orders3,4443,,,,,,,,,,
14-06-2006,Orders1,3985,,,,,,,,,,
15-06-2006,Orders1,10351,,,,,,,,,,
16-06-2006,Orders,3751,,,,,,,,,,
17-06-2006,Orders3,5599,,,,,,,,,,
18-06-2006,Orders2,11296,,,,,,,,,,
19-06-2006,Orders2,6504,,,,,,,,,,
20-06-2006,Orders,13798,,,,,,,,,,
21-06-2006,Orders2,7970,,,,,,,,,,
22-06-2006,Orders,6986,,,,,,,,,,
23-06-2006,Orders3,7670,,,,,,,,,,
24-06-2006,Orders,4186,,,,,,,,,,
25-06-2006,Orders,9073,,,,,,,,,,
26-06-2006,Orders3,2159,,,,,,,,,,
27-06-2006,Orders1,12062,,,,,,,,,,
28-06-2006,Orders1,13236,,,,,,,,,,
29-06-2006,Orders1,935,,,,,,,,,,
30-06-2006,Orders3,6962,,,,,,,,,,
01-07-2006,Orders3,10503,,,,,,,,,,
02-07-2006,Orders,8874,,,,,,,,,,
03-07-2006,Orders3,5340,,,,,,,,,,
04-07-2006,Orders3,2157,,,,,,,,,,
05-07-2006,Orders,2422,,,,,,,,,,
06-07-2006,Orders1,14405,,,,,,,,,,
07-07-2006,Orders,4283,,,,,,,,,,
08-07-2006,Orders1,9690,,,,,,,,,,
09-07-2006,Orders1,2097,,,,,,,,,,
10-07-2006,Orders1,7282,,,,,,,,,,
11-07-2006,Orders3,5692,,,,,,,,,,
12-07-2006,Orders,12455,,,,,,,,,,
13-07-2006,Orders3,3665,,,,,,,,,,
14-07-2006,Orders1,12473,,,,,,,,,,
15-07-2006,Orders,1332,,,,,,,,,,
16-07-2006,Orders2,468,,,,,,,,,,
17-07-2006,Orders,47,,,,,,,,,,
18-07-2006,Orders3,6319,,,,,,,,,,
19-07-2006,Orders1,12235,,,,,,,,,,
20-07-2006,Orders3,1039,,,,,,,,,,
21-07-2006,Orders3,13525,,,,,,,,,,
22-07-2006,Orders1,2581,,,,,,,,,,
23-07-2006,Orders2,10133,,,,,,,,,,
24-07-2006,Orders,13904,,,,,,,,,,
25-07-2006,Orders1,8190,,,,,,,,,,
26-07-2006,Orders2,8180,,,,,,,,,,
27-07-2006,Orders2,4808,,,,,,,,,,
28-07-2006,Orders2,10711,,,,,,,,,,
29-07-2006,Orders1,1741,,,,,,,,,,
30-07-2006,Orders2,1812,,,,,,,,,,
31-07-2006,Orders3,11776,,,,,,,,,,
01-08-2006,Orders1,11416,,,,,,,,,,
02-08-2006,Orders2,11682,,,,,,,,,,
03-08-2006,Orders3,3448,,,,,,,,,,
04-08-2006,Orders3,3448,,,,,,,,,,
05-08-2006,Orders3,5774,,,,,,,,,,
06-08-2006,Orders3,8632,,,,,,,,,,
07-08-2006,Orders3,10906,,,,,,,,,,
08-08-2006,Orders,2226,,,,,,,,,,
09-08-2006,Orders1,8824,,,,,,,,,,
10-08-2006,Orders3,9243,,,,,,,,,,
11-08-2006,Orders,2868,,,,,,,,,,
12-08-2006,Orders2,10205,,,,,,,,,,
13-08-2006,Orders3,2974,,,,,,,,,,
14-08-2006,Orders,6980,,,,,,,,,,
15-08-2006,Orders2,11463,,,,,,,,,,
16-08-2006,Orders1,10747,,,,,,,,,,
17-08-2006,Orders2,1100,,,,,,,,,,
18-08-2006,Orders1,8427,,,,,,,,,,
19-08-2006,Orders,11616,,,,,,,,,,
20-08-2006,Orders2,12619,,,,,,,,,,
21-08-2006,Orders,14353,,,,,,,,,,
22-08-2006,Orders1,10357,,,,,,,,,,
23-08-2006,Orders2,12697,,,,,,,,,,
24-08-2006,Orders2,5015,,,,,,,,,,
25-08-2006,Orders,1981,,,,,,,,,,
26-08-2006,Orders3,2107,,,,,,,,,,
27-08-2006,Orders2,11093,,,,,,,,,,
28-08-2006,Orders3,10998,,,,,,,,,,
29-08-2006,Orders3,7750,,,,,,,,,,
30-08-2006,Orders3,6837,,,,,,,,,,
31-08-2006,Orders2,14274,,,,,,,,,,
01-09-2006,Orders1,9477,,,,,,,,,,
02-09-2006,Orders2,6525,,,,,,,,,,
03-09-2006,Orders,3299,,,,,,,,,,
04-09-2006,Orders3,4720,,,,,,,,,,
05-09-2006,Orders3,5699,,,,,,,,,,
06-09-2006,Orders1,6324,,,,,,,,,,
07-09-2006,Orders,2354,,,,,,,,,,
08-09-2006,Orders3,9558,,,,,,,,,,
09-09-2006,Orders1,3780,,,,,,,,,,
10-09-2006,Orders2,7575,,,,,,,,,,
11-09-2006,Orders1,558,,,,,,,,,,
